make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
GMC,"Envoy XL","4dr SUV",2004,275,31320,8.78
GMC,"Envoy XL","4dr SUV",2006,291,33160,8.78
Ford,Escort,Coupe,2003,130,14810,8.78
Dodge,Neon,Sedan,2003,150,17085,8.78
Dodge,Caliber,Wagon,2010,158,17995,8.78
GMC,Canyon,"Crew Cab Pickup",2016,305,34720,8.78
Chevrolet,Cobalt,Coupe,2008,173,19695,8.78
Chevrolet,Cobalt,Sedan,2008,173,19695,8.78
Chrysler,Concorde,Sedan,2002,200,22790,8.78
Ford,Ranger,"Extended Cab Pickup",2009,207,23575,8.78
Ford,Ranger,"Extended Cab Pickup",2010,207,23570,8.78
GMC,"Savana Cargo","Cargo Van",2016,285,32455,8.78
GMC,"Sierra 1500","Regular Cab Pickup",2017,285,32445,8.78
Kia,Sportage,"4dr SUV",2015,260,29600,8.78
Toyota,Tacoma,"Extended Cab Pickup",2016,278,31680,8.78
Hyundai,Tiburon,"2dr Hatchback",2006,172,19595,8.78
Toyota,Tundra,"Extended Cab Pickup",2017,381,43395,8.78
Toyota,Tundra,"Extended Cab Pickup",2017,381,43395,8.78
Volkswagen,Rabbit,"4dr Hatchback",2009,170,19340,8.79
Volkswagen,Rabbit,"4dr Hatchback",2009,170,19340,8.79
GMC,Savana,"Passenger Van",2014,280,31865,8.79
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,295,33575,8.79
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,40375,8.79
Toyota,Tacoma,"Crew Cab Pickup",2016,278,31625,8.79
Scion,tC,"2dr Hatchback",2015,179,20360,8.79
Mazda,Tribute,"4dr SUV",2011,240,27315,8.79
Infiniti,EX35,"4dr SUV",2009,297,33800,8.79
Infiniti,EX35,"4dr SUV",2010,297,33800,8.79
Ford,Explorer,"4dr SUV",2015,290,33000,8.79
Ford,"F-150 Heritage","Regular Cab Pickup",2004,202,22985,8.79
Ford,F-150,"Extended Cab Pickup",2015,385,43785,8.79
Kia,Forte,"4dr Hatchback",2015,173,19690,8.79
Nissan,Frontier,"Crew Cab Pickup",2017,261,29700,8.79
Dodge,Nitro,"4dr SUV",2009,210,23900,8.79
Kia,Optima,Sedan,2015,192,21840,8.79
Subaru,WRX,Sedan,2016,305,34695,8.79
Suzuki,XL7,"4dr SUV",2007,252,28649,8.8
Infiniti,"G37 Coupe",Coupe,2010,330,37500,8.8
Nissan,Murano,"4dr SUV",2015,260,29560,8.8
Honda,Passport,"4dr SUV",2002,205,23300,8.8
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,32395,8.8
Chevrolet,Cavalier,Coupe,2004,140,15905,8.8
Honda,Civic,Sedan,2015,205,23290,8.8
Chevrolet,Colorado,"Crew Cab Pickup",2012,242,27490,8.8
Chrysler,Concorde,Sedan,2002,250,28415,8.8
Cadillac,"CTS-V Coupe",Coupe,2013,556,63215,8.8
Cadillac,"CTS-V Wagon",Wagon,2012,556,63215,8.8
Cadillac,"CTS-V Wagon",Wagon,2013,556,63215,8.8
Infiniti,EX,"4dr SUV",2013,325,36900,8.81
Ford,"Explorer Sport","2dr SUV",2002,203,23055,8.81
Ford,"Five Hundred",Sedan,2007,203,23035,8.81
Infiniti,G35,Sedan,2008,306,34750,8.81
Volkswagen,Golf,"2dr Hatchback",2015,170,19295,8.81
Nissan,Pathfinder,"4dr SUV",2015,260,29510,8.81
Ford,Ranger,"Extended Cab Pickup",2011,207,23495,8.81
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,33495,8.81
Dodge,Stratus,Coupe,2004,200,22695,8.81
GMC,"Sierra 1500 Classic","Crew Cab Pickup",2007,345,39125,8.82
Pontiac,Solstice,Convertible,2009,260,29485,8.82
Suzuki,SX4,"4dr Hatchback",2011,150,16999,8.82
Suzuki,SX4,"4dr Hatchback",2012,150,16999,8.82
Suzuki,SX4,"4dr Hatchback",2013,150,16999,8.82
Hyundai,Accent,Sedan,2014,138,15645,8.82
Chevrolet,Avalanche,"Crew Cab Pickup",2011,320,36300,8.82
Chevrolet,Colorado,"Regular Cab Pickup",2012,185,20980,8.82
Mazda,CX-7,"4dr SUV",2010,244,27650,8.82
Subaru,WRX,Sedan,2016,268,30395,8.82
Scion,xB,Wagon,2013,158,17920,8.82
Scion,xB,Wagon,2014,158,17920,8.82
Suzuki,XL7,"4dr SUV",2009,252,28580,8.82
Infiniti,G35,Coupe,2006,298,33800,8.82
Pontiac,G6,Sedan,2009,252,28580,8.82
Chrysler,LHS,Sedan,2001,253,28680,8.82
Ford,Mustang,Convertible,2016,310,35145,8.82
Ford,Mustang,Convertible,2017,310,35145,8.82
GMC,Envoy,"4dr SUV",2007,291,32960,8.83
Suzuki,Equator,"Crew Cab Pickup",2012,261,29550,8.83
Ford,"F-150 Heritage","Extended Cab Pickup",2004,231,26160,8.83
Kia,Forte,Coupe,2015,173,19590,8.83
Infiniti,"G Sedan",Sedan,2013,328,37150,8.83
Suzuki,Aerio,Sedan,2005,155,17549,8.83
GMC,Canyon,"Extended Cab Pickup",2015,200,22650,8.83
Honda,Civic,"4dr Hatchback",2017,174,19700,8.83
Hyundai,"Elantra Coupe",Coupe,2014,173,19600,8.83
Chevrolet,Prizm,Sedan,2001,125,14155,8.83
Infiniti,Q50,Sedan,2015,328,37150,8.83
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2009,310,35100,8.83
Chevrolet,"Silverado 1500 Classic","Crew Cab Pickup",2007,295,33395,8.83
Mazda,Tribute,"4dr SUV",2010,240,27165,8.83
Suzuki,Verona,Sedan,2005,155,17549,8.83
Subaru,WRX,Sedan,2015,305,34495,8.84
Hyundai,Elantra,Sedan,2017,201,22750,8.84
Suzuki,Esteem,Wagon,2002,122,13799,8.84
Ford,F-150,"Regular Cab Pickup",2016,282,31905,8.84
Ford,F-150,"Regular Cab Pickup",2017,282,31905,8.84
Subaru,"Impreza WRX",Sedan,2014,305,34495,8.84
Suzuki,Reno,"4dr Hatchback",2006,126,14249,8.84
Volkswagen,Routan,"Passenger Minivan",2012,283,32010,8.84
Chevrolet,S-10,"Regular Cab Pickup",2002,190,21499,8.84
GMC,"Sierra 1500","Extended Cab Pickup",2017,285,32230,8.84
Chevrolet,Uplander,"Passenger Minivan",2006,201,22750,8.84
Chevrolet,Uplander,"Passenger Minivan",2006,201,22750,8.84
GMC,Savana,"Passenger Van",2015,285,32190,8.85
Chevrolet,"Silverado 1500","Extended Cab Pickup",2015,355,40100,8.85
Chevrolet,Sonic,Sedan,2016,138,15595,8.85
Toyota,Tacoma,"Crew Cab Pickup",2016,278,31420,8.85
Dodge,Charger,Sedan,2015,292,32995,8.85
Dodge,Durango,"4dr SUV",2016,293,33095,8.85
Suzuki,XL-7,"4dr SUV",2005,185,20899,8.85
Chevrolet,Express,"Passenger Van",2015,285,32190,8.85
Suzuki,Forenza,Sedan,2007,127,14349,8.85
Pontiac,G6,Coupe,2009,252,28480,8.85
Infiniti,"G37 Sedan",Sedan,2010,328,37000,8.86
Pontiac,G6,Sedan,2009,219,24710,8.86
Oldsmobile,Intrigue,Sedan,2001,215,24270,8.86
Pontiac,Aztek,"4dr SUV",2003,185,20870,8.86
Chevrolet,Colorado,"Crew Cab Pickup",2015,305,34415,8.86
Dodge,Dakota,"Extended Cab Pickup",2009,210,23710,8.86
Dodge,Dakota,"Extended Cab Pickup",2009,210,23710,8.86
Suzuki,Reno,"4dr Hatchback",2008,127,14339,8.86
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,40090,8.86
Scion,tC,"2dr Hatchback",2014,179,20210,8.86
Suzuki,Reno,"4dr Hatchback",2006,126,14199,8.87
Acura,RSX,"2dr Hatchback",2005,210,23670,8.87
GMC,"Sierra 1500","Regular Cab Pickup",2017,285,32145,8.87
Kia,Spectra,Sedan,2009,138,15550,8.87
Hyundai,Tiburon,"2dr Hatchback",2007,172,19395,8.87
Toyota,Tundra,"Extended Cab Pickup",2016,381,42945,8.87
Toyota,Tundra,"Extended Cab Pickup",2016,381,42945,8.87
Kia,Borrego,"4dr SUV",2009,337,37995,8.87
Ford,Expedition,"4dr SUV",2016,365,41135,8.87
Ford,Explorer,"4dr SUV",2015,290,32700,8.87
Infiniti,I35,Sedan,2002,255,28750,8.87
Nissan,Xterra,"4dr SUV",2013,261,29440,8.87
Subaru,WRX,Sedan,2017,268,30195,8.88
Kia,Cadenza,Sedan,2016,293,32990,8.88
GMC,Canyon,"Extended Cab Pickup",2012,185,20840,8.88
Honda,Civic,Sedan,2015,205,23090,8.88
Honda,Civic,Coupe,2015,205,23090,8.88
Dodge,Dakota,"Crew Cab Pickup",2008,210,23640,8.88
Honda,Ridgeline,"Crew Cab Pickup",2017,280,31515,8.88
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,32095,8.88
Pontiac,Torrent,"4dr SUV",2008,264,29745,8.88
Chrysler,"Town and Country","Passenger Minivan",2016,283,31875,8.88
Toyota,"FJ Cruiser","4dr SUV",2014,260,29270,8.88
Infiniti,"G Coupe",Coupe,2011,330,37150,8.88
Nissan,Pathfinder,"4dr SUV",2017,284,31980,8.88
Ford,Flex,Wagon,2016,287,32300,8.89
Infiniti,"G Sedan",Sedan,2012,328,36900,8.89
Subaru,"Impreza WRX",Sedan,2013,305,34295,8.89
Chevrolet,"Black Diamond Avalanche","Crew Cab Pickup",2013,320,35980,8.89
GMC,Canyon,"Crew Cab Pickup",2015,305,34310,8.89
Dodge,Dakota,"Extended Cab Pickup",2010,210,23630,8.89
Dodge,Dakota,"Extended Cab Pickup",2010,210,23630,8.89
Dodge,Dart,Sedan,2016,160,17995,8.89
Hyundai,Veloster,"2dr Hatchback",2015,201,22600,8.89
Hyundai,Veloster,"2dr Hatchback",2016,201,22600,8.89
Hyundai,Veloster,"2dr Hatchback",2016,201,22600,8.89
Suzuki,XL7,"4dr SUV",2007,252,28349,8.89
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,310,34865,8.89
Toyota,Tundra,"Extended Cab Pickup",2017,310,34880,8.89
Mitsubishi,Raider,"Extended Cab Pickup",2008,210,23590,8.9
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,295,33135,8.9
Mazda,"B-Series Truck","Regular Cab Pickup",2009,143,16060,8.9
Volvo,C30,"2dr Hatchback",2013,227,25500,8.9
GMC,Canyon,"Crew Cab Pickup",2016,305,34280,8.9
Chevrolet,Cavalier,Sedan,2003,140,15730,8.9
Infiniti,G35,Sedan,2006,280,31450,8.9
Pontiac,G6,Coupe,2009,219,24610,8.9
Dodge,Journey,"4dr SUV",2016,283,31795,8.9
Dodge,Journey,"4dr SUV",2017,283,31795,8.9
Suzuki,Esteem,Wagon,2001,122,13699,8.91
Kia,Forte,Sedan,2017,147,16490,8.91
Ford,Mustang,Convertible,2015,310,34800,8.91
Honda,Passport,"4dr SUV",2001,205,23000,8.91
Chevrolet,Aveo,"4dr Hatchback",2010,108,12115,8.91
Chevrolet,Aveo,"4dr Hatchback",2011,108,12115,8.91
Chevrolet,Colorado,"Extended Cab Pickup",2016,200,22435,8.91
Honda,Crosstour,"4dr Hatchback",2015,278,31190,8.91
Ford,Ranger,"Extended Cab Pickup",2010,207,23220,8.91
Kia,Rio,"4dr Hatchback",2016,138,15495,8.91
Kia,Rio,"4dr Hatchback",2017,138,15495,8.91
Volkswagen,Routan,"Passenger Minivan",2011,283,31770,8.91
Hyundai,"Santa Fe","4dr SUV",2017,290,32550,8.91
Chevrolet,Sonic,Sedan,2015,138,15495,8.91
Kia,Soul,Wagon,2014,164,18400,8.91
Chevrolet,SS,Sedan,2016,415,46575,8.91
Subaru,WRX,Sedan,2016,268,30095,8.91
Suzuki,XL7,"4dr SUV",2009,252,28280,8.91
Suzuki,XL7,"4dr SUV",2008,252,28249,8.92
Honda,Accord,Coupe,2017,278,31175,8.92
Honda,Accord,Coupe,2017,278,31175,8.92
Chevrolet,Blazer,"2dr SUV",2005,190,21305,8.92
Infiniti,EX35,"4dr SUV",2008,297,33300,8.92
Ford,F-150,"Regular Cab Pickup",2015,282,31625,8.92
Kia,Forte,Sedan,2015,173,19390,8.92
Infiniti,G37,Coupe,2009,330,37000,8.92
Buick,LaCrosse,Sedan,2016,304,34065,8.92
GMC,"Sierra 1500","Regular Cab Pickup",2016,285,31955,8.92
Chevrolet,"Silverado 1500","Extended Cab Pickup",2015,285,31940,8.92
Infiniti,QX50,"4dr SUV",2015,325,36400,8.93
Buick,Rainier,"4dr SUV",2006,291,32580,8.93
Buick,Regal,Sedan,2016,259,28990,8.93
Suzuki,SX4,"4dr Hatchback",2012,150,16799,8.93
Toyota,Tacoma,"Crew Cab Pickup",2016,278,31125,8.93
Toyota,Tacoma,"Crew Cab Pickup",2016,278,31125,8.93
Chevrolet,TrailBlazer,"4dr SUV",2008,285,31910,8.93
Suzuki,Aerio,Wagon,2005,155,17349,8.93
Chrysler,Concorde,Sedan,2004,234,26210,8.93
Subaru,WRX,Sedan,2015,268,29995,8.93
Ford,"F-150 Heritage","Regular Cab Pickup",2004,202,22615,8.93
Kia,Optima,Sedan,2014,192,21500,8.93
GMC,Envoy,"4dr SUV",2008,285,31885,8.94
Chevrolet,Express,"Passenger Van",2014,285,31865,8.94
Ford,Flex,Wagon,2015,287,32100,8.94
Chevrolet,Aveo,"4dr Hatchback",2009,107,11965,8.94
Chevrolet,Aveo,Sedan,2009,107,11965,8.94
Dodge,Caravan,"Cargo Minivan",2006,180,20130,8.94
Chevrolet,Colorado,"Crew Cab Pickup",2015,305,34115,8.94
Dodge,Stratus,Sedan,2004,200,22370,8.94
Mazda,Truck,"Extended Cab Pickup",2003,207,23150,8.94
Honda,Ridgeline,"Crew Cab Pickup",2017,280,31275,8.95
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,39685,8.95
Toyota,Tacoma,"Extended Cab Pickup",2015,236,26355,8.95
Toyota,Tundra,"Crew Cab Pickup",2015,381,42550,8.95
Toyota,Tundra,"Crew Cab Pickup",2015,381,42550,8.95
Suzuki,Equator,"Crew Cab Pickup",2011,261,29150,8.95
Nissan,Frontier,"Crew Cab Pickup",2017,261,29170,8.95
Volkswagen,Jetta,Sedan,2015,170,18995,8.95
Volkswagen,Jetta,Sedan,2015,170,18995,8.95
Chrysler,Pacifica,Wagon,2008,253,28265,8.95
Ford,Windstar,"Passenger Minivan",2002,200,22340,8.95
Kia,Rio,Sedan,2016,138,15395,8.96
Kia,Rio,Sedan,2017,138,15395,8.96
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,31825,8.96
Chevrolet,TrailBlazer,"4dr SUV",2008,285,31810,8.96
Nissan,370Z,Coupe,2015,332,37070,8.96
Nissan,370Z,Coupe,2016,332,37070,8.96
Nissan,370Z,Coupe,2017,332,37070,8.96
Honda,Accord,Coupe,2016,278,31025,8.96
Honda,Accord,Coupe,2016,278,31025,8.96
Chevrolet,Avalanche,"Crew Cab Pickup",2010,320,35725,8.96
Honda,Civic,Coupe,2015,205,22890,8.96
Honda,Crosstour,"4dr Hatchback",2014,278,31040,8.96
Ford,F-150,"Regular Cab Pickup",2016,282,31485,8.96
Ford,F-150,"Regular Cab Pickup",2017,282,31485,8.96
Lincoln,MKS,Sedan,2016,350,39010,8.97
Dodge,Nitro,"4dr SUV",2011,260,28995,8.97
Infiniti,QX50,"4dr SUV",2017,325,36250,8.97
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2009,390,43490,8.97
Pontiac,Torrent,"4dr SUV",2009,264,29420,8.97
GMC,Canyon,"Crew Cab Pickup",2015,305,34010,8.97
Chevrolet,Express,"Passenger Van",2014,310,34525,8.98
Subaru,"Impreza WRX","4dr Hatchback",2014,265,29495,8.98
Subaru,"Impreza WRX",Sedan,2014,265,29495,8.98
GMC,Savana,"Passenger Van",2014,310,34525,8.98
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,31750,8.98
Chevrolet,Traverse,"4dr SUV",2017,281,31300,8.98
Chevrolet,"Silverado 1500","Extended Cab Pickup",2015,355,39510,8.99
Chrysler,"Town and Country","Passenger Minivan",2015,283,31465,8.99
Dodge,"Grand Caravan","Passenger Minivan",2016,283,31495,8.99
Buick,LaCrosse,Sedan,2016,304,33810,8.99
Ford,"Explorer Sport","2dr SUV",2003,203,22545,9
Ford,F-150,"Regular Cab Pickup",2015,282,31320,9
Infiniti,G37,Coupe,2009,330,36650,9
Pontiac,"Grand Prix",Sedan,2008,200,22210,9
Dodge,Nitro,"4dr SUV",2011,210,23340,9
Honda,Accord,Sedan,2017,278,30895,9
Honda,Crosstour,"4dr Hatchback",2013,278,30890,9
Dodge,Durango,"4dr SUV",2015,360,39995,9
Toyota,Venza,Wagon,2014,268,29770,9
GMC,"Sierra 1500","Regular Cab Pickup",2016,285,31655,9
GMC,"Sierra 1500HD","Crew Cab Pickup",2006,300,33330,9
Ford,"Taurus X",Wagon,2008,260,28880,9
Buick,Terraza,"Passenger Minivan",2007,240,26660,9
Chevrolet,Traverse,"4dr SUV",2016,281,31205,9
Toyota,Tundra,"Extended Cab Pickup",2017,381,42330,9
Toyota,Tundra,"Extended Cab Pickup",2017,381,42330,9
Ford,Ranger,"Extended Cab Pickup",2009,207,22985,9.01
Suzuki,Reno,"4dr Hatchback",2007,127,14099,9.01
Kia,Rondo,Wagon,2007,182,20195,9.01
Kia,Rondo,Wagon,2008,182,20195,9.01
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,31625,9.01
Suzuki,Aerio,Sedan,2007,155,17199,9.01
Chevrolet,Cavalier,Coupe,2003,140,15530,9.01
Chevrolet,Cruze,Sedan,2017,153,16975,9.01
Toyota,"FJ Cruiser","4dr SUV",2014,260,28860,9.01
Infiniti,G35,Sedan,2007,306,33950,9.01
Dodge,Journey,"4dr SUV",2015,283,31395,9.01
Dodge,Journey,"4dr SUV",2015,283,31395,9.01
Hyundai,Veloster,"2dr Hatchback",2014,201,22300,9.01
Hyundai,Veloster,"2dr Hatchback",2014,201,22300,9.01
Suzuki,Verona,Sedan,2004,155,17199,9.01
Ford,Windstar,"Passenger Minivan",2001,200,22185,9.02
Suzuki,XL7,"4dr SUV",2007,252,27949,9.02
Chevrolet,Blazer,"2dr SUV",2004,190,21055,9.02
Hyundai,"Santa Fe","4dr SUV",2016,290,32150,9.02
GMC,"Sierra 1500 Classic","Crew Cab Pickup",2007,295,32690,9.02
Chevrolet,"Silverado 1500","Extended Cab Pickup",2017,285,31610,9.02
Dodge,Intrepid,Sedan,2002,244,27055,9.02
Nissan,Frontier,"Crew Cab Pickup",2016,261,28910,9.03
Nissan,Frontier,"Crew Cab Pickup",2016,261,28890,9.03
Dodge,Nitro,"4dr SUV",2010,210,23250,9.03
Dodge,Nitro,"4dr SUV",2010,210,23250,9.03
Chrysler,300,Sedan,2017,292,32340,9.03
Honda,Accord,Coupe,2015,278,30775,9.03
Honda,Accord,Coupe,2015,278,30775,9.03
Chevrolet,Aveo,Sedan,2010,108,11965,9.03
Chevrolet,Aveo,Sedan,2011,108,11965,9.03
Chrysler,Concorde,Sedan,2003,234,25910,9.03
Toyota,Venza,Wagon,2013,268,29670,9.03
Subaru,WRX,Sedan,2015,268,29695,9.03
Kia,Rio,"4dr Hatchback",2015,138,15290,9.03
Kia,Sorento,"4dr SUV",2016,290,32100,9.03
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,310,34275,9.04
Toyota,Sienna,"Passenger Minivan",2017,296,32740,9.04
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,31525,9.04
Suzuki,SX4,"4dr Hatchback",2011,150,16599,9.04
Nissan,350Z,Coupe,2008,306,33840,9.04
Honda,"Accord Crosstour","4dr Hatchback",2011,271,29990,9.04
Honda,Accord,Sedan,2016,278,30745,9.04
Chevrolet,Camaro,Coupe,2017,275,30405,9.04
GMC,Canyon,"Regular Cab Pickup",2012,185,20455,9.04
Ford,F-150,"Regular Cab Pickup",2016,282,31185,9.04
Ford,F-150,"Regular Cab Pickup",2017,282,31185,9.04
Mazda,MPV,"Passenger Minivan",2005,200,22115,9.04
Mazda,MPV,"Passenger Minivan",2006,200,22115,9.04
Dodge,Nitro,"4dr SUV",2010,210,23235,9.04
Dodge,Nitro,"4dr SUV",2011,210,23235,9.04
Suzuki,Equator,"Crew Cab Pickup",2010,261,28850,9.05
Ford,"F-150 Heritage","Regular Cab Pickup",2004,202,22315,9.05
Ford,F-150,"Extended Cab Pickup",2016,325,35895,9.05
Ford,F-150,"Extended Cab Pickup",2017,325,35895,9.05
Hyundai,Genesis,Sedan,2014,429,47400,9.05
Subaru,"Impreza WRX","4dr Hatchback",2013,265,29295,9.05
Subaru,"Impreza WRX",Sedan,2013,265,29295,9.05
Chrysler,300,Sedan,2016,292,32260,9.05
Nissan,Altima,Sedan,2015,270,29830,9.05
Dodge,Durango,"4dr SUV",2017,295,32595,9.05
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2010,310,34240,9.05
Buick,Regal,Sedan,2017,259,28615,9.05
Kia,Rondo,Wagon,2007,162,17895,9.05
Kia,Rondo,Wagon,2008,162,17895,9.05
Chevrolet,S-10,"Extended Cab Pickup",2002,190,20984,9.05
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,39230,9.05
Dodge,"Ram Cargo","Cargo Van",2002,175,19320,9.06
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,345,38100,9.06
GMC,"Sierra 1500HD","Crew Cab Pickup",2006,300,33115,9.06
Ford,Taurus,Sedan,2016,365,40275,9.06
Suzuki,Aerio,Wagon,2006,155,17099,9.06
Ford,Escort,Coupe,2003,130,14355,9.06
Ford,"F-150 Heritage","Extended Cab Pickup",2004,202,22295,9.06
Pontiac,G8,Sedan,2009,256,28250,9.06
Pontiac,Vibe,"4dr Hatchback",2010,158,17445,9.06
Suzuki,Vitara,"4dr SUV",2004,165,18199,9.07
Suzuki,XL-7,"4dr SUV",2005,185,20399,9.07
GMC,Acadia,"4dr SUV",2016,281,30975,9.07
Kia,Cadenza,Sedan,2017,290,31990,9.07
Dodge,Caravan,"Cargo Minivan",2005,180,19835,9.07
Infiniti,QX50,"4dr SUV",2016,325,35850,9.07
Buick,Regal,Sedan,2016,259,28565,9.07
GMC,"Savana Cargo","Cargo Van",2015,285,31415,9.07
Chevrolet,SS,Sedan,2015,415,45745,9.07
Chevrolet,"TrailBlazer EXT","4dr SUV",2005,275,30335,9.07
Chevrolet,Traverse,"4dr SUV",2015,281,30995,9.07
Ford,"F-150 Heritage","Extended Cab Pickup",2004,231,25460,9.07
Ford,F-150,"Crew Cab Pickup",2016,385,42425,9.07
Ford,F-150,"Crew Cab Pickup",2017,385,42425,9.07
Suzuki,Forenza,Sedan,2007,127,13999,9.07
Kia,Forte,Sedan,2016,145,15990,9.07
Kia,Forte,"4dr Hatchback",2017,164,18090,9.07
Chevrolet,"Malibu Maxx","4dr Hatchback",2007,217,23915,9.07
Ford,Escort,Coupe,2002,130,14315,9.08
Toyota,"FJ Cruiser","4dr SUV",2013,260,28620,9.08
Nissan,Frontier,"Crew Cab Pickup",2017,261,28750,9.08
Chevrolet,Colorado,"Regular Cab Pickup",2012,185,20370,9.08
Dodge,"Ram Cargo","Cargo Van",2002,175,19275,9.08
Kia,Rio,Sedan,2015,138,15190,9.08
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,195,21465,9.08
GMC,"Sierra 1500","Extended Cab Pickup",2016,285,31390,9.08
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,195,21465,9.08
Ford,Taurus,Sedan,2015,365,40220,9.08
Nissan,Titan,"Crew Cab Pickup",2015,317,34910,9.08
Toyota,Tundra,"Crew Cab Pickup",2017,310,34150,9.08
Hyundai,"Santa Fe","4dr SUV",2015,290,31900,9.09
Chevrolet,"TrailBlazer EXT","4dr SUV",2005,275,30265,9.09
Suzuki,Equator,"Crew Cab Pickup",2012,261,28699,9.09
Nissan,Versa,Sedan,2015,109,11990,9.09
Nissan,Versa,Sedan,2016,109,11990,9.09
Nissan,Versa,Sedan,2017,109,11990,9.09
Suzuki,Aerio,Sedan,2005,155,17049,9.09
Dodge,Caliber,Wagon,2011,158,17380,9.09
Dodge,Caliber,Wagon,2012,158,17380,9.09
Volvo,C30,"2dr Hatchback",2012,227,24950,9.1
Mazda,CX-9,"4dr SUV",2014,273,29985,9.1
Mazda,CX-9,"4dr SUV",2015,273,29985,9.1
Ford,F-150,"Regular Cab Pickup",2015,282,30975,9.1
Infiniti,"G37 Sedan",Sedan,2010,328,36050,9.1
Toyota,Sienna,"Passenger Minivan",2017,296,32540,9.1
Chevrolet,"Silverado 1500","Regular Cab Pickup",2016,285,31335,9.1
Dodge,Stratus,Sedan,2004,200,21975,9.1
Suzuki,SX4,Sedan,2011,150,16479,9.1
Chevrolet,TrailBlazer,"4dr SUV",2009,285,31330,9.1
Chevrolet,Sonic,Sedan,2017,138,15145,9.11
Toyota,Tacoma,"Extended Cab Pickup",2016,278,30530,9.11
Ford,Taurus,Sedan,2017,288,31625,9.11
Nissan,Titan,"Extended Cab Pickup",2015,317,34790,9.11
Chevrolet,TrailBlazer,"4dr SUV",2009,285,31275,9.11
Dodge,Avenger,Sedan,2012,173,18995,9.11
Mitsubishi,Eclipse,"2dr Hatchback",2010,265,29089,9.11
Mitsubishi,Eclipse,"2dr Hatchback",2011,265,29089,9.11
Mitsubishi,Eclipse,"2dr Hatchback",2012,265,29089,9.11
Honda,Accord,Sedan,2015,278,30495,9.12
Suzuki,Aerio,Sedan,2006,155,16999,9.12
GMC,Canyon,"Crew Cab Pickup",2016,305,33460,9.12
Volkswagen,Rabbit,"4dr Hatchback",2008,170,18650,9.12
Volkswagen,Rabbit,"4dr Hatchback",2008,170,18650,9.12
Mitsubishi,Raider,"Extended Cab Pickup",2007,210,23020,9.12
Chevrolet,"Silverado 1500 Classic","Crew Cab Pickup",2007,295,32330,9.12
Toyota,Tacoma,"Extended Cab Pickup",2017,278,30485,9.12
Nissan,Titan,"Crew Cab Pickup",2014,317,34760,9.12
Toyota,Tundra,"Extended Cab Pickup",2016,310,34000,9.12
Ford,"Explorer Sport","2dr SUV",2002,203,22265,9.12
Ford,Fiesta,"4dr Hatchback",2017,197,21610,9.12
Infiniti,G37,Coupe,2008,330,36200,9.12
Ford,"Five Hundred",Sedan,2006,203,22230,9.13
Suzuki,Forenza,Sedan,2006,126,13799,9.13
Kia,Forte,Sedan,2015,145,15890,9.13
Pontiac,G5,Coupe,2009,155,16980,9.13
Dodge,"Grand Caravan","Passenger Minivan",2015,283,30995,9.13
Dodge,Journey,"4dr SUV",2017,283,30995,9.13
Toyota,Tundra,"Extended Cab Pickup",2016,381,41720,9.13
Toyota,Tundra,"Extended Cab Pickup",2016,381,41720,9.13
Honda,"Accord Crosstour","4dr Hatchback",2010,271,29670,9.13
GMC,Canyon,"Crew Cab Pickup",2015,305,33420,9.13
Dodge,Charger,Sedan,2016,292,31995,9.13
Dodge,Charger,Sedan,2017,292,31995,9.13
Chrysler,Voyager,"Passenger Minivan",2002,150,16430,9.13
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2010,390,42650,9.14
Ford,Ranger,"Extended Cab Pickup",2011,207,22640,9.14
GMC,Sonoma,"Extended Cab Pickup",2002,190,20793,9.14
Kia,Forte,"4dr Hatchback",2016,201,21990,9.14
Nissan,Frontier,"Crew Cab Pickup",2015,261,28560,9.14
Pontiac,G6,Sedan,2009,221,24180,9.14
Hyundai,Accent,"4dr Hatchback",2015,137,14995,9.14
Hyundai,Accent,"4dr Hatchback",2016,137,14995,9.14
GMC,Canyon,"Crew Cab Pickup",2012,242,26470,9.14
Mazda,3,Sedan,2015,155,16945,9.15
